Box #,Assay#,Depth,K (%),U (ppm),Th (ppm),DR,Total GR,Assay#,K (%),U (ppm),Th (ppm),DR,Total GR,Assay#,K (%),U (ppm),Th (ppm),DR,Total GR,Assay#,K (%),U (ppm),Th (ppm),DR,Total GR,Average GR,Std,CPS,Comments
,9086,296.8,0.5,1.4,0.9,20,22.8,9087,0.5,1.1,0.9,17.3,20.4,9088,0.6,1,0.8,18.5,20.8,9089,0.5,1.3,1,20.5,22.4,21.6,1.178,,
,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,
,9090,297.1,0.6,1.2,0.7,20.1,22,9091,0.5,1.7,0.4,20.4,23.2,9092,0.7,1,0.6,19.9,21.6,9093,0.6,1,1.3,20.6,22.8,22.4,0.73,,
,9094,297.4,0.6,1,1.1,19.6,22,9095,0.6,1.4,1,21.7,24.8,9096,0.5,0.9,1.9,19.6,22.8,9097,0.6,1.4,1,21.7,24.8,23.6,1.424,,
,9098,297.7,0.6,0.6,1.3,17.7,19.6,9099,0.6,1.1,1.2,19.9,23.2,9100,0.6,1.2,1,20.5,23.2,9101,0.6,1.5,0.6,21.3,24,22.5,1.97,,
,9102,298,0.7,1.4,1.1,23.7,26.8,9103,0.8,1.3,0.8,23.7,26.4,9104,0.7,1.1,1.2,21.4,24.8,9105,0.7,1.3,1.2,23,26.4,26.1,0.887,,
,9106,298.3,0.5,1.3,1.7,21,25.2,9107,0.6,1.3,1.1,22.2,24.4,9108,0.6,1.3,1.3,21.7,25.2,9109,0.6,1.2,0.7,18.7,22,24.2,1.514,,
,9110,298.6,0.6,1.3,1,21.3,24,9111,0.7,1.3,1.2,23.3,26.4,9112,0.6,1.6,0.9,23.4,26,9113,0.7,1.5,0.8,22.9,26.4,25.7,1.149,,
,9114,298.9,0.6,1.2,0.9,21.2,22.8,9115,0.6,1.2,1.2,21,24,9116,0.6,1.2,1.2,21.8,24,9117,0.7,0.9,0.8,19.5,21.6,23.1,1.149,,
,9118,299.2,0.8,1.5,1.4,27.2,30.4,9119,0.7,1.2,1.6,24.6,27.2,9120,0.7,1.3,0.8,22.7,24.8,9121,0.7,1.4,1.8,26.6,29.6,28,2.53,,
,9122,299.5,0.6,1.5,0.9,22.2,25.2,9123,0.7,1.2,1.2,23.2,25.6,9124,0.7,0.8,0.8,18.5,20.8,9215,0.7,1.2,1.4,23,26.4,24.5,2.517,,
,9127,299.8,0.6,1.5,1,22.6,25.6,9128,0.7,1.1,1,21.5,24,9129,0.6,1.3,0.8,20.8,23.2,9130,0.6,1.3,0.8,21.2,23.2,24,1.131,,
,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
,6903,300.1,0.7,1.3,0.8,-,24.8,6904,0.7,1.4,0.8,22.5,25.6,6905,0.7,0.9,0.7,18.6,21.2,6906,0.6,1.1,0.9,20.3,22,23.4,2.129,,nSvh-1
,6907,300.4,0.6,1,0.5,16.8,19.6,6908,0.5,0.9,0.8,16.3,18.4,6909,0.6,0.9,1.4,20.2,22.4,6910,0.7,0.8,0.2,16.4,18.4,19.7,1.887,,
,6911,300.7,0.6,0.7,0.7,16.3,18,6012,0.6,0.6,1.1,17.2,18.8,6013,0.5,1,0.6,17.2,18.4,6914,0.5,1.1,0.7,17.9,19.6,18.7,0.683,,
,6915,301,0.4,0.9,0.3,13.8,14.8,6916,0.5,0.4,0.8,13.1,14.4,6917,0.5,0.9,1,17.4,19.2,6918,0.5,0.8,0.5,14.7,16.4,16.2,2.179,,
,6919,301.3,0.6,0.5,0.9,16,17.2,6920,0.6,0.7,0.7,15.5,18,6921,0.5,0.5,0.7,13.7,14.8,6922,0.5,0.6,1.4,15.7,18.4,17.1,1.612,,
,6923,301.6,0.6,0.7,1.1,17.3,19.6,6924,0.5,0.7,0.9,15.2,17.2,6925,0.4,1.1,0.9,16.9,18.8,6926,0.5,1.2,0.6,17.9,20,18.9,1.238,,
,6927,301.9,0.6,0.6,0.5,15.3,16.4,6928,0.4,1,0.7,15.8,17.2,6929,0.5,0.7,0.5,14.1,15.6,6930,0.5,0.8,0.3,13.6,15.6,16.2,0.766,,
,6931,302.2,0.5,0.9,0.9,17.5,18.8,6932,0.7,0.7,0.6,17.1,19.2,6933,0.5,1,0.9,17.2,19.6,6934,0.5,0.7,1.4,17,19.2,19.2,0.327,,
,6935,302.5,0.5,0.9,1.5,18,21.2,6936,0.4,0.9,0.9,15.9,17.2,6937,0.4,0.7,1,14.6,16,6938,0.5,0.6,0.5,13.4,14.8,17.3,2.778,,
,6939,302.8,0.5,0.8,0.6,15.5,16.8,6940,0.5,0.7,0.7,14.2,16.4,6941,0.5,1,0.9,17.5,19.6,6942,0.5,0.7,0.8,15,16.8,17.4,1.479,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6943,303.1,0.5,0.9,1,17.3,19.2,6944,0.4,0.9,1.1,16.5,18,6945,0.5,1.2,0.6,18.5,20,6946,0.4,0.9,1.1,15.6,18,18.8,0.98,,
,6947,303.4,0.5,1,0.4,15.2,17.6,6948,0.5,0.8,1.1,16.7,18.8,6949,0.6,0.7,0.5,14.8,17.2,6950,0.5,1,1.2,18,20.8,18.6,1.617,,
,6951,303.7,0.7,0.8,0.9,18.8,21.2,6952,0.6,0.8,0.9,17.9,19.6,6953,0.6,0.7,0.8,17.4,18.4,6954,0.6,1,1,18.6,21.6,20.2,1.479,,
,6955,304,0.4,1.4,0.2,16.6,18.4,6956,0.5,0.8,0.9,15.8,18,6957,0.4,0.7,0.5,12.8,14,6958,0.5,0.5,1.2,14.4,16.8,16.8,1.987,,
,6971,304.3,0.4,0.7,1,14.9,16,6972,0.4,1.1,0.7,16.4,18,6973,0.5,0.8,0.4,14.3,16,6974,0.5,0.5,1.1,14.3,16.4,16.6,0.952,,
,6959,304.6,0.5,0.7,0.5,13.9,15.6,6960,0.5,0.7,0.5,14.4,15.6,6961,0.5,0.9,1.1,16.5,19.6,6962,0.5,1.1,0.7,16.7,19.6,17.6,2.309,,
,6963,304.9,0.5,0.5,0.4,12.6,13.6,6964,0.4,0.8,0.5,13.2,14.8,6965,0.5,0.8,0.4,13.6,16,6966,0.5,1.1,0.5,16.1,18.8,15.8,2.227,,
,6967,305.2,0.5,1,0.9,17.1,19.6,6968,0.5,1,0.6,16.7,18.4,6969,0.5,1,1.1,18.7,20.4,6970,0.5,1.1,1.1,18.2,21.2,19.9,1.194,,
,6975,305.5,0.4,1,0.8,15.8,17.6,6976,0.6,0.7,0.3,14.9,16.4,6977,0.5,0.7,1.3,16.7,18.8,6978,0.5,0.8,0.5,14.7,16.4,17.3,1.149,,
,6979,305.8,0.5,1.1,1.3,20.1,22,6980,0.5,1,1.1,18.7,20.4,6981,0.6,1,0.2,16.4,18.4,6982,0.6,0.7,0.7,15.9,18,19.7,1.858,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6983,306.1,0.5,0.9,0.7,16.7,18,6984,0.5,1.1,0.8,17.2,20,6985,0.5,0.9,0.6,15.7,17.6,6986,0.5,1.3,0.6,18.5,20.8,19.1,1.545,,
,6987,306.4,0.6,0.8,1.1,18.5,20.4,6988,0.5,0.9,1.1,16.9,19.6,6989,0.5,1.1,0.6,16.1,19.2,6990,0.5,0.7,0.8,14.5,16.8,19,1.549,,
,6991,306.7,0.6,0.9,0.9,18.9,20.4,6992,0.6,1.3,0.6,19.9,22.4,6993,0.6,1.2,1.3,21.6,24.4,6994,0.6,1.2,0.3,18.6,20.4,21.9,1.915,,
,6995,307,0.5,1.2,0.4,16.8,19.2,6996,0.5,1.1,0.6,17.3,19.2,6997,0.5,0.9,0.8,15.9,18.4,6998,0.5,1,1.1,17.3,20.4,19.3,0.825,,
,6999,307.3,0.4,0.9,0.7,15.2,16.4,7000,0.5,1.1,1,18.1,20.8,7001,0.4,1,0.7,15.5,17.2,7002,0.4,1.3,1,18.3,20.8,18.8,2.332,,
,7003,307.6,0.6,1.2,0.4,18.9,20.8,7005,0.6,1.4,0.4,20,22.4,7006,0.5,1.3,0.8,19.3,21.6,7007,0.5,1.3,1,19.7,22.4,21.8,0.766,,
,7008,307.9,0.5,1.7,0.4,20.5,23.2,7009,0.5,1.4,1.2,20.9,24,7010,0.6,1.2,0.8,19.7,22.4,7011,0.5,1.1,0.7,17,19.6,22.3,1.915,,
,7012,308.2,0.7,0.8,0.7,18.5,20.4,7013,0.6,1,1.1,19.7,22,7014,0.7,1.2,0.4,19.9,22.4,7015,0.6,1.2,1.1,21,23.6,22.1,1.322,,
,7016,308.5,0.5,1.1,0.5,17.6,18.8,7017,0.5,1.7,0.6,20.2,24,7018,0.5,1.3,0.4,18.1,20,7019,0.5,0.9,1.4,18.7,20.8,20.9,2.224,,
,7020,308.8,0.6,1.1,0.4,17.9,20,7021,0.5,1.6,0.9,21.3,24.4,7022,0.5,1.6,0.4,19.5,22.4,7023,0.6,0.8,1.2,17.8,20.8,21.9,1.943,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7024,309.1,0.5,0.8,1.7,19,21.2,7025,0.5,1.3,0.7,19.2,21.2,7026,0.6,1.5,0.6,21.1,24,7027,0.6,1.4,1.1,21.8,25.2,22.9,2.023,,
,7028,309.4,0.5,1.2,1.4,20.4,23.2,7029,0.5,1.4,1.2,21.4,24,7030,0.6,1.6,1,22.7,26.4,7031,0.5,1.9,0.4,21.4,24.8,24.6,1.366,,
,7032,309.7,0.5,1.5,1,21,24,7033,0.5,1.6,0.9,22,24.4,7034,0.6,1.7,0.6,22.4,25.6,7035,0.6,1.3,1.1,22.3,24.4,24.6,0.693,,
,7036,310,0.7,1.4,1.1,24.3,26.8,7037,0.8,1.3,1.2,24.5,28,7038,0.7,1.3,1.1,23.5,26,7039,0.5,1.2,1,18.9,21.6,25.6,2.79,,
,7040,310.3,0.6,1.4,1,21.9,24.8,7041,0.4,1.6,1.1,20.8,23.6,7042,0.6,1.2,1.4,21.3,24.8,7043,0.5,1.4,1,21.5,23.2,24.1,0.825,,
,7044,310.6,0.5,1.7,1.2,21.9,26.4,7045,0.6,1.9,0.7,23.8,27.6,7046,0.6,1.6,0.6,21.9,24.8,7047,0.5,1.7,0.8,22,24.8,25.9,1.361,,
,7048,310.9,0.5,1.5,1,21.2,24,7049,0.5,1.8,0.4,21.2,24,7050,0.5,1.7,1,22,25.6,7051,0.5,1.5,1.3,21.5,25.2,24.7,0.825,,
,7052,311.2,0.7,1,1.5,22.1,25.2,7053,0.7,1.7,0.9,24.3,28.4,7054,0.6,1.3,1.2,21.5,24.8,7055,0.6,1.6,1,22.7,26.4,26.2,1.617,,
,7056,311.5,0.6,1.8,0.9,23.8,27.6,7057,0.6,1.4,1.3,23.5,26,7058,0.7,1.6,0.5,22.9,26,7059,0.6,1.6,1.1,23.1,26.8,26.6,0.766,,
,7060,311.8,0.6,1.6,0.7,22.3,25.2,7061,0.6,1.6,0.7,22.4,25.2,7062,0.5,1.7,0.9,22.2,25.2,7063,0.5,2.2,0.5,24.6,27.6,25.8,1.2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7264,312.1,0.6,1.8,0.7,23.5,26.8,7265,0.6,1.6,1.7,26.2,29.2,7266,0.6,1.6,1.1,24.6,26.8,7267,0.7,1.3,1.1,22.9,26,27.2,1.386,,
,7268,312.4,0.6,1.6,0.6,22.2,24.8,7269,0.5,1.6,1.8,25.1,28,7270,0.5,1.6,1.2,22.7,25.6,7271,0.6,1.1,1.4,20.6,24,25.6,1.728,,
,7272,312.7,0.6,1.8,1.2,25.2,28.8,7273,0.6,1.3,0.8,19.9,23.2,7274,0.5,1.7,0.8,21.2,24.8,7275,0.6,1.5,1.2,24.1,26.4,25.8,2.389,,
,7276,313,0.6,1.3,1,20.8,24,7277,0.5,1.4,0.8,20.4,22.4,7278,0.7,1.4,1.2,23.7,27.2,7279,0.6,1.2,0.8,19.8,22.4,24,2.263,,
,7280,313.3,0.5,1.4,1.2,21.9,24,7281,0.5,1.9,1.2,23.8,28,7282,0.6,1.5,1,22.3,25.6,7283,0.7,1.6,0.8,23.1,27.2,26.2,1.774,,
,7284,313.6,0.6,1.2,1,20.9,23.2,7285,0.6,1,1.5,20.9,23.6,7286,0.6,1.6,1.4,24.8,28,7287,0.6,1.9,0.7,24.3,27.6,25.6,2.551,,
,7288,313.9,0.5,1.3,1.3,21.5,23.6,7289,0.5,1.4,1,20.6,23.2,7291,0.4,1.8,1,21.7,24.8,7292,0.5,1.6,0.9,21.5,24.4,24,0.73,,"7290 is wrong reading, skipped"
,7293,314.2,0.6,1.1,0.9,19.6,22,7294,0.6,1.2,1.4,21.9,24.8,7295,0.6,1,1.3,19.6,22.8,7296,0.5,1.7,1.1,23.1,26,23.9,1.829,,
,7297,314.5,0.6,0.9,0.7,17.9,19.6,7298,0.4,1.7,0.8,20.3,23.2,7299,0.6,0.9,1,18.1,20.8,7300,0.6,1,0.8,19.8,20.8,21.1,1.51,,
,7301,314.8,0.4,1.1,1.6,19,21.6,7302,0.4,1.2,1.1,17,20.4,7303,0.5,1.1,0.7,16.4,19.6,7304,0.4,1.1,1,16.5,19.2,20.2,1.058,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7305,315.1,0.6,1,0.5,17.6,19.6,7306,0.6,0.8,1.1,17.5,20.4,7307,0.5,0.8,1.4,18.1,20,7308,0.6,0.8,1.1,17.4,20.4,20.1,0.383,,
,7309,315.4,0.4,0.9,0.5,14.6,15.6,7310,0.6,0.7,0.6,15.8,17.6,7311,0.5,0.9,1,16.8,19.2,7312,0.6,0.8,1.6,19.4,22.4,18.7,2.873,,
,7313,315.7,0.5,1,0.7,16.9,18.8,7314,0.6,0.8,1.9,20.8,23.6,7315,0.6,1,0.4,16.9,19.2,7316,0.6,1.2,0.6,19.2,21.6,20.8,2.239,,
,7317,316,0.5,0.9,0.1,14.5,15.6,7318,0.5,0.9,0.9,16.2,18.8,7319,0.5,0.8,0.7,15,17.2,7320,0.4,1.2,0.2,16,16.8,17.1,1.322,,
,7321,316.3,0.6,1.1,0.8,18.7,21.6,7322,0.4,0.5,0.5,11.8,12.4,7323,0.5,1,0.4,16.5,17.6,7324,0.5,0.8,1,17.3,18.4,17.5,3.814,,
,7325,316.6,0.5,1.2,1,18.6,21.6,7326,0.5,1.2,0.6,18.5,20,7327,0.5,1.4,0.4,17.5,20.8,7328,0.5,1.1,0.8,18.6,20,20.6,0.766,,
,7329,316.9,0.5,0.9,0.5,14.9,17.2,7330,0.4,1,1.3,17.6,19.6,7331,0.4,0.9,0.3,14.1,14.8,7332,0.5,0.7,1.1,15.7,18,17.4,2,,
,7333,317.2,0.5,1,0.4,15.5,17.6,7334,0.5,0.8,0.7,15.1,17.2,7335,0.5,1.3,0,16.3,18.4,7336,0.4,0.7,1,14.2,16,17.3,1,,
,7337,317.5,0.5,1.1,0.4,16.1,18.4,7338,0.6,0.8,1.3,19.3,21.2,7339,0.5,1,0.7,16.3,18.8,7340,0.5,1,0.9,17.6,19.6,19.5,1.238,,
,7341,317.8,0.7,1.1,0.8,20.9,23.2,7342,0.6,0.6,0.7,15.8,17.2,7343,0.6,1.1,0.8,20,21.6,7344,0.7,0.8,0.7,18.2,20.4,20.6,2.54,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7345,318.1,0.5,1,0.9,17.3,19.6,7346,0.5,1.1,0.7,17.5,19.6,7347,0.5,1,0.7,16.6,18.8,7348,0.5,0.6,1.4,16.4,18.4,19.1,0.6,,
,7349,318.4,0.4,0.8,0.5,14.3,14.8,7350,0.5,0.5,1.3,15,17.2,7351,0.5,1.1,1,18.7,20.8,7352,0.5,0.8,0.9,16.3,18,17.7,2.474,,
,7353,318.7,0.6,1,1,19.1,21.6,7354,0.5,0.6,0.5,14.1,14.8,7355,0.5,0.5,1.4,16.3,17.6,7356,0.6,0.6,1,17.4,18.4,18.1,2.798,,
,7357,319,0.6,0.9,0.3,16.4,18,7358,0.4,1.4,0.6,17.7,20,7359,0.5,0.8,0.9,16,18,7361,0.6,0.7,1.4,18.2,20.8,19.2,1.424,,
,7362,319.3,0.5,1.3,0,16.4,18.4,7363,0.5,0.8,1,16.2,18.4,7364,0.5,0.6,1,14.6,16.8,7365,0.6,0.6,0.7,15.3,17.2,17.7,0.825,,
,7360,319.6,0.5,0.7,1.2,15.8,18.4,7366,0.6,1.1,0.6,18.6,20.8,7367,0.5,1,0.9,17.6,19.6,7368,0.6,1,1,20,21.6,20.1,1.4,,
,7369,319.9,0.5,1.1,0.5,16.9,18.8,7370,0.5,0.8,0.7,14.7,17.2,7371,0.5,0.9,0.7,16.7,18,7372,0.5,1.1,0.8,18,20,18.5,1.194,,
,7373,320.2,0.5,1.3,0.6,18.6,20.8,7374,0.5,1.2,0.7,18.1,20.4,7375,0.5,1.1,1,17.6,20.8,7376,0.5,0.9,0.5,15.3,17.2,19.8,1.744,,
,7377,320.5,0.5,1,0.6,16.5,18.4,7378,0.4,0.7,1,14.7,16,7379,0.5,1.3,1,18.8,22.4,7380,0.5,1,1,17.1,20,19.2,2.693,,
,7381,320.8,0.7,0.9,1.3,20.8,23.6,7382,0.6,1,1.7,22.2,24.4,7383,0.6,1.2,1.2,21.3,24,7384,0.6,0.9,0.6,17.7,19.2,22.8,2.422,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7385,321.1,0.7,1.1,0.6,19.4,22.4,7386,0.7,0.8,0.9,18.5,21.2,7387,0.7,1.1,0.6,19.8,22.4,7388,0.7,0.9,0.5,18.1,20.4,21.6,0.98,,
,7389,321.4,0.5,0.5,1.3,16.4,17.2,7390,0.5,1.1,1.3,20,22,7391,0.6,0.7,0.6,15.6,17.6,7392,0.5,1.4,1.2,21.5,24,20.2,3.339,,
,7393,321.7,0.7,0.8,0.8,18,20.8,7394,0.7,0.7,1.2,19,21.6,7395,0.7,1,0.4,18.9,20.8,7396,0.6,1.2,1.3,21.8,24.4,21.9,1.709,,
,7397,322,0.6,0.8,0.4,16,17.6,7398,0.5,0.9,1.3,18.4,20.4,7399,0.5,0.9,1.1,17.2,19.6,7400,0.5,0.9,1.4,18,20.8,19.6,1.424,,
,7401,322.3,0.5,0.6,0.9,14.3,16.4,7402,0.5,1,0.9,17.3,19.6,7403,0.5,0.8,0.9,15.5,18,7404,0.4,0.7,0.6,13.5,14.4,17.1,2.224,,
,7405,322.6,0.6,1.3,0.6,19.7,22.4,7406,0.5,0.9,0.4,14.8,16.8,7407,0.5,1.5,0.4,18.8,21.6,7408,0.6,0.7,0.8,16.8,18.4,19.8,2.643,,
,7409,322.9,0.5,1,0.2,16.1,16.8,7410,0.5,0.8,1.7,17.7,21.2,7411,0.4,1.1,0.9,16.3,18.8,7412,0.5,0.8,0.9,16.6,18,18.7,1.858,,
,7413,323.2,0.6,1,0.4,17.3,19.2,7414,0.6,1,0.7,17.5,20.4,7415,0.6,0.6,1.7,18.7,21.2,7416,0.5,0.6,1.1,15.7,17.2,19.5,1.74,,
,7417,323.5,0.5,0.8,0.7,16.1,17.2,7418,0.5,0.8,0.3,13,15.6,7419,0.6,0.9,0.6,16.9,19.2,7420,0.6,0.7,0.6,15.3,17.6,17.4,1.479,,
,7421,323.8,0.6,1.1,1,19.9,22.4,7422,0.6,0.7,1,17,19.2,7423,0.6,0.5,1.2,16,18.4,7424,0.5,1.2,0.4,17.6,19.2,19.8,1.774,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7424,324.1,0.6,1,0.8,19.3,20.8,7425,0.6,0.8,1.1,18.6,20.4,7426,0.5,1.3,1.1,20.5,22.8,7427,0.6,1,0.6,17.4,20,21,1.244,,
,7428,324.4,0.5,1.2,0.8,18.5,20.8,7429,0.4,0.9,1.1,16.2,18,7430,0.5,0.8,0.5,14.3,16.4,7431,0.5,1.2,0.8,17.5,20.8,19,2.179,,
,7432,324.7,0.7,1,1.2,20.5,24,7433,0.5,0.8,1.3,18.1,19.6,7434,0.6,0.9,0.8,17.8,20,7435,0.7,1,1.1,20.7,23.6,21.8,2.321,,
,7436,325,0.5,0.5,1.2,15.9,16.8,7437,0.5,0.8,1,16.1,18.4,7438,0.5,0.8,0.3,13.7,15.6,7439,0.6,0.7,1,16.7,19.2,17.5,1.612,,
,7440,325.3,0.5,0.7,0.7,15.6,16.4,7441,0.5,0.5,1.1,14.9,16.4,7442,0.6,1,0.5,16.9,19.6,7443,0.5,0.5,1.3,16,17.2,17.4,1.514,,
,7444,325.6,0.6,1,0.8,18.3,20.8,7445,0.6,0.8,0.9,17.6,19.6,7446,0.6,0.6,1.3,17.8,19.6,7447,0.6,1.4,0.5,19.8,22.8,20.7,1.51,,
,7448,325.9,0.6,0.8,0.6,16,18.4,7449,0.6,0.9,1,17.8,20.8,7450,0.5,0.5,0.7,13.8,14.8,7451,0.6,0.9,0.5,16.1,18.8,18.2,2.498,,
,,326.2,Halite,,,,,,,,,,,,,,,,,,,,,,,,,,
,,326.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,326.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,327.1,Halite,,,,,,,,,,,,,,,,,,,,,,,,,,
,,327.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,327.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,328,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,328.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7452,328.45,0.8,0.8,1.4,22.5,24.8,7453,0.8,1.2,1.8,26.1,29.6,7454,0.7,1.3,1.2,23.5,26.4,7455,0.8,0.9,1.2,22.9,24.8,26.4,2.263,,
,,328.9,Halite,,,,,,,,,,,,,,,,,,,,,,,,,,
,,329.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,329.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,329.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7456,330.1,0.6,1.5,0.5,20.9,23.6,7457,0.5,1.4,1.2,21.1,24,7458,0.6,0.9,0.9,18.4,20.4,7459,0.7,0.9,1.2,20.6,23.2,22.8,1.633,,
,7460,330.4,0.5,0.5,1.1,15.5,16.4,7461,0.5,0.9,0.8,16.3,18.4,7462,0.5,1.1,0.5,17.3,18.8,7463,0.5,0.7,1.2,17.3,18.4,18,1.083,,
,7464,330.7,0.7,0.6,0.7,17.1,18.8,7465,0.7,0.6,1.5,19.5,22,7466,0.6,0.8,1.1,19,20.4,7467,0.6,0.9,1.3,19.8,22,20.8,1.532,,
,7468,331,0.5,1.4,1,20.6,23.2,7469,0.5,1,0.8,16.4,19.2,7470,0.5,0.9,1,17.8,19.2,7471,0.5,1,1.1,18.1,20.4,20.5,1.887,,
,7472,331.3,0.5,1.1,0.9,18.6,20.4,7473,0.5,0.7,1.1,16.8,18,7474,0.4,0.9,0.8,14.9,16.8,7475,0.5,1,0.7,17.3,18.8,18.5,1.51,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7476,331.6,0.5,0.8,1.1,17,18.8,7477,0.5,1.2,1,18.9,21.6,7478,0.5,1.1,0.9,19,20.4,7479,0.5,1.3,0.6,18.6,20.8,20.4,1.178,,
,7480,331.9,0.5,0.7,0.9,15.1,17.2,7481,0.5,0.8,1.3,17.5,19.6,7482,0.4,1.2,0.7,16.6,18.8,7483,0.6,1,0.2,16.5,18.4,18.5,1,,
,7484,332.2,0.6,0.8,0.7,16.1,18.8,7485,0.5,0.8,0.6,14.8,16.8,7486,0.5,1,0.7,17.1,18.8,7487,0.5,0.8,1,16.1,18.4,18.2,0.952,,
,7492,332.5,0.5,1.2,0.7,18,20.4,7493,0.6,0.9,1.4,21,22.4,7494,0.5,0.7,1.1,16.7,18,7495,0.6,1,0.8,18,20.8,20.4,1.818,,
,7496,332.8,0.4,0.7,0.9,14.2,15.6,7497,0.5,0.8,0.9,16.7,18,7498,0.5,0.9,0.8,16.8,18.4,7499,0.5,1,0.1,14.9,16.4,17.1,1.322,,
,7501,333.1,0.6,0.9,0.8,17.3,20,7502,0.4,1.4,1,19.6,21.6,7503,0.6,1.3,0.8,20.4,23.2,7504,0.6,0.8,1.1,18.2,20.4,21.3,1.438,,
,7505,333.4,0.4,1.3,0.4,16.5,18.4,7506,0.4,0.8,0.5,13.7,14.8,7507,0.4,0.9,0.5,14,15.6,7508,0.5,1.3,0.8,18.4,21.6,17.6,3.081,,
,7509,333.7,0.6,1,0.8,18.4,20.8,7510,0.6,0.9,0.8,17.7,20,7511,0.6,1,1.2,19.3,22.4,7512,0.7,0.9,1.2,20,23.2,21.6,1.461,,
,7513,334,0.5,0.7,0.5,14.1,15.6,7514,0.6,1,1,18.9,21.6,7515,0.4,0.8,0.7,14.8,15.6,7516,0.5,0.8,0.9,15.5,18,17.7,2.835,,
,7517,334.3,0.5,1,1.3,19.8,21.2,7518,0.6,0.9,0.8,18.6,20,7519,0.5,1.2,0.5,18.1,19.6,7520,0.5,1,0.5,16.4,18,19.7,1.322,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7521,334.6,0.5,0.6,1.1,15.8,17.2,7523,0.6,0.6,0.9,15.9,18,7524,0.5,1.2,0.9,18.4,21.2,7525,0.5,0.7,0.5,13.7,15.6,18,2.355,,
,7527,334.9,0.4,1,0.3,13.4,15.6,7528,0.4,0.6,0.5,12.6,13.2,7529,0.5,0.6,0.5,12.8,14.8,7530,0.4,0.7,0.7,13.3,14.8,14.6,1.007,,
,7531,335.2,0.5,0.8,1,17.2,18.4,7532,0.4,0.5,0.6,11.9,12.8,7533,0.5,0.8,0.4,15.2,16,7634,0.4,1.3,0.6,17.3,19.2,16.6,2.875,,
,7535,335.5,0.3,0.9,0.7,13.5,14.8,7536,0.4,0.6,1,13.2,15.2,7537,0.3,0.7,0.7,11.1,13.2,7538,0.4,1.1,0.5,15.6,17.2,15.1,1.645,,
,7539,335.8,0.4,0.6,1,14,15.2,7540,0.4,0.7,0.8,13.2,15.2,7541,0.4,0.5,1,12.3,14.4,7542,0.5,0.5,0.7,13.6,14.8,14.9,0.383,,
,7543,336.1,0.5,0.7,0.8,15.1,16.8,7544,0.6,0.3,1.2,14.7,16.8,7545,0.4,0.9,0.9,15.4,17.2,7546,0.5,0.9,0.3,14.5,16.4,16.8,0.327,,
,7547,336.4,0.4,0.5,0.5,11.4,12.4,7548,0.4,0.7,0.2,11.2,12.8,7549,0.4,0.6,0.3,12.2,12.4,7550,0.4,0.8,0.2,11.7,13.6,12.8,0.566,,
,7551,336.7,0.5,0.6,1,14.9,16.8,7552,0.5,0.8,0.9,15,18,7553,0.6,0.3,0.5,12.9,14,7554,0.5,0.6,0.7,14.5,15.6,16.1,1.709,,
,7557,337,0.5,1.2,0.7,17.5,20.4,7558,0.4,0.7,0.8,13.3,15.2,7559,0.5,1,0.5,15.3,18,7560,0.4,0.7,1,14.4,16,17.4,2.321,,
,7561,337.3,0.4,0.6,0.7,12.5,14,7562,0.4,0.8,0.7,13.1,15.6,7563,0.3,0.6,0.6,11.5,12,7564,0.4,0.9,0.7,14.8,16.4,14.5,1.943,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7565,337.6,0.4,0.8,0.8,14.4,16,7566,0.4,0.8,0.3,12,14,7567,0.5,1,0.3,14.9,17.2,7568,0.4,0.8,0.7,14.5,15.6,15.7,1.322,,
,7569,337.9,0.4,0.6,0.5,11.6,13.2,7570,0.4,0.8,0.4,12.6,14.4,7571,0.3,0.8,0.5,12.1,13.2,7572,0.4,0.9,0.9,15.5,17.2,14.5,1.887,,
,7573,338.2,0.4,0.9,0.4,14.3,15.2,7574,0.5,0.6,0.7,14.1,15.6,7575,0.5,0.6,0.4,12.8,14.4,7576,0.4,0.5,1,12.9,14.4,14.9,0.6,,
